Customer Name,Plant,Target Quantity,Distance,Freight Rate,Amount
PACIFICA INDIA PROJECTS PRIVATE LIMITED - BACHUPALLY ROAD,GIR II, 300 ,52.886,2.9," 46,010.82 "
PARTHA DEVELOPERS - ANNOJIGUDA,RSDSH, 60 ,33.656,100," 6,000.00 "
KALPATARU POWER TRANSMISSION LTD - AAML SHAMSHABAD,GIR, 100 ,106.724,2.9," 30,949.96 "
PMR HOUSING PVT LTD - KOMPALLY (AGARTA SITE),GIR, 25 ,39.876,2.9," 2,891.01 "
paluru constructions nampally,RSDSH, 30 ,73,2.5," 5,475.00 "
paluru constructions nampally,RSDSH, 60 ,73,2.5," 10,950.00 "
KALPATARU POWER TRANSMISSION LTD - PTRQ KOKAPET,GIR, 300 ,87.79,2.9," 76,377.30 "
KALPATARU POWER TRANSMISSION LTD - PTRQ KOKAPET,SLKPY, 500 ,69.08,2.5," 86,350.00 "
PRANAVA CONSTRUCTIONS - KHANAMET,GIR, 25 ,75.154,2.9," 5,448.67 "
GUDURU SHYAM SUNDER - BHONGIRI,KSR4, 120 ,60,2.5," 18,000.00 "
LOKNATH CONSTRUCTIONS - KAPRA,KSR4, 250 ,56,2.5," 35,000.00 "
LOKNATH CONSTRUCTIONS - KAPRA,KSR4, 100 ,60,2.5," 15,000.00 "
KALPATARU POWER TRANSMISSION LTD - PSKY TECH NANAKRAMGUDA,GIR, 200 ,86.628,2.9," 50,244.24 "
KALPATARU POWER TRANSMISSION LTD - PSKY TECH NANAKRAMGUDA,LKDRM2, 100 ,71.856,2.5," 17,964.00 "
SRI GAYATRI HOUSING PRIVATE LIMITED - SHAIKPET,SLKPY, 100 ,67.99,2.5," 16,997.50 "
KALPATARU POWER TRANSMISSION LTD - PBEL CITY,SLKPY, 200 ,81.58,2.5," 40,790.00 "
DHATHRI CONSTRUCTIONS - SIMHAPURI COLONY,GIR, 50 ,43.04,2.9," 6,240.80 "
DHATHRI CONSTRUCTIONS - SIMHAPURI COLONY,GIR, 50 ,43.04,2.9," 6,240.80 "
KALPATARU POWER TRANSMISSION LTD - KONDAPUR,GIR, 500 ,71.11,2.9," 103,109.50 "
KALPATARU POWER TRANSMISSION LTD - KONDAPUR,SLKPY, 60 ,54.68,2.5," 8,202.00 "
KALPATARU POWER TRANSMISSION LTD - KONDAPUR,SLKPY, 30 ,54.68,2.5," 4,101.00 "
YADALA SATYANARAYANA MEMORIAL EDUCATIONAL SOCIETY - ANKUSHAPUR.,RSDSH, 30 ,21.29,100," 3,000.00 "
YADALA SATYANARAYANA MEMORIAL EDUCATIONAL SOCIETY - ANKUSHAPUR.,RSDSH, 60 ,21.29,100," 6,000.00 "
KALPATARU POWER TRANSMISSION LTD - KDPL KUKATPALLY,GIR, 100 ,64.7,2.9," 18,763.00 "
S R DEVELOPERS - HASTHINAPURAM,RSDSH, 60 ,61.572,2.5," 9,235.80 "
SRI UMA RATNA CONSTRUCTIONS - ALIABAD,GIR II, 200 ,50.82,2.9," 29,475.60 "
SRI UMA RATNA CONSTRUCTIONS - ALIABAD,RSDSH, 400 ,89.172,2.5," 89,172.00 "
KAKATIYA DEVELOPERS - NALLAGANDLA,SLKPY, 100 ,48.61,2.5," 12,152.50 "
HEMADRI RAO GARIKIPATI - MOOSAPET,GIR, 25 ,68.012,2.9," 4,930.87 "
K UDAY MOHAN REDDY - PBEL CITY,LKDRM2, 50 ,89.704,2.5," 11,213.00 "
K UDAY MOHAN REDDY - PBEL CITY,LKDRM2, 50 ,89.704,2.5," 11,213.00 "
KALPATARU POWER TRANSMISSION LTD - MAMIDIPALLE VILLAGE,RSDSH, 200 ,97.7,2.5," 48,850.00 "
KALPATARU POWER TRANSMISSION LTD - MAMIDIPALLE VILLAGE,RSDSH, 100 ,97.7,2.5," 24,425.00 "
SRI KARTHIKEYA CONSTRUCTIONS - BACHUPALLY,SLKPY, 200 ,45.7,2.5," 22,850.00 "
SKANDA INFRA - DUNDIGAL,GIR II, 100 ,25.708,2.9," 7,455.32 "
SKANDA INFRA - DUNDIGAL,GIR II, 100 ,25.708,2.9," 7,455.32 "
KALPATARU POWER TRANSMISSION LTD - BCIT ERRAGADDA,GIR, 200 ,68.28,2.9," 39,602.40 "
KALPATARU POWER TRANSMISSION LTD - BCIT ERRAGADDA,SLKPY, 500 ,67.36,2.5," 84,200.00 "
VENKATA RAO KADALI - BACHUPALLI,SLKPY, 30 ,42.55,2.5," 3,191.25 "
VENKATA RAO KADALI - BACHUPALLI,SLKPY, 30 ,42.55,2.5," 3,191.25 "
CHELLA MASTHAN - BEERAMGUDA,SLKPY, 90 ,28.51,100," 9,000.00 "
CHELLA MASTHAN - BEERAMGUDA,SLKPY, 60 ,28.51,100," 6,000.00 "
KALPATARU POWER TRANSMISSION LTD - PBHL KOKAPET,GIR, 200 ,89.282,2.9," 51,783.56 "
KALPATARU POWER TRANSMISSION LTD - PBHL KOKAPET,LKDRM2, 500 ,73.1,2.5," 91,375.00 "
SRI VIRINCHI INFRA DEVELOPERS PRIVATE LIMITED - TURKAPALLY,GIR II, 150 ,54.378,2.9," 23,654.43 "
HABITAT INFRA STRUCTURES -KUNTLOOR ,RSDSH, 60 ,37.144,100," 6,000.00 "
BNB INFRA LLP - GANGARAM,SLKPY, 80 ,43.13,2.5," 8,626.00 "
BNB INFRA LLP - GANGARAM,SLKPY, 80 ,43.13,2.5," 8,626.00 "
TELLAPUR TECHNOCITY PRIVATE LIMITED - TELLAPUR,GIR II," 3,000 ",74.596,2.9," 648,985.20 "
ASBL CONTRACTS - PUPPALGUDA VILLAGE,LKDRM2, 800 ,73.148,2.5," 146,296.00 "
ASBL CONTRACTS - PUPPALGUDA VILLAGE,LKDRM2, 500 ,73.148,2.5," 91,435.00 "
ASBL CONTRACTS - PUPPALGUDA VILLAGE,LKDRM2, 150 ,73.148,2.5," 27,430.50 "
T JAYASENA REDDY - KOKAPET,LKDRM2, 50 ,78.344,2.5," 9,793.00 "
KALPATARU POWER TRANSMISSION LTD - KOKAPET,SLKPY," 3,000 ",69.18,2.5," 518,850.00 "
KALPATARU POWER TRANSMISSION LTD - KOKAPET,SLKPY," 1,500 ",69.18,2.5," 259,425.00 "
KALPATARU POWER TRANSMISSION LTD - KOKAPET,SLKPY," 1,500 ",69.18,2.5," 259,425.00 "
SRK DEVELOPERS - UPPAL,RSDSH, 120 ,56.316,2.5," 16,894.80 "
MANJU INFRA AVENUES - MADHAVA HILLS,LKDRM2, 60 ,67.706,2.5," 10,155.90 "
MANJU INFRA AVENUES - MADHAVA HILLS,GIR, 60 ,76.764,2.9," 13,356.94 "
ORIGIN HOMES -RAJENDERNAGAR ,RSDSH, 30 ,94.296,2.5," 7,072.20 "
ZAMEER KHAN - ALKAPURI CIRCLE,SLKPY, 50 ,76.5,2.5," 9,562.50 "
JAIPAL DIDIGE - MAHARAJAPET,LKDRM2, 100 ,59.34,2.5," 14,835.00 "
JAYA BALAJI NIRMAN - BOWRAMPET,GIR, 100 ,39.156,2.9," 11,355.24 "
JAYA BALAJI NIRMAN - BOWRAMPET,GIR II, 100 ,39.432,2.9," 11,435.28 "
VENKATA PRANEETH DEVELOPERS PRIVATE LIMITED - GAGILLAPUR,GIR, 50 ,30.808,2.9," 4,467.16 "
VENKATA PRANEETH DEVELOPERS PRIVATE LIMITED - GAGILLAPUR,GIR," 1,600 ",30.808,2.9," 142,949.12 "
VENKATA PRANEETH DEVELOPERS PRIVATE LIMITED - GAGILLAPUR,GIR, 50 ,30.808,2.9," 4,467.16 "
VENKATA PRANEETH DEVELOPERS PRIVATE LIMITED - GAGILLAPUR,GIR, 50 ,30.808,2.9," 4,467.16 "
PUSULURI VENKATA ANIL BABU - AMEENPUR,SLKPY, 25 ,36.36,100," 2,500.00 "
PUSULURI VENKATA ANIL BABU - AMEENPUR,GIR, 25 ,52.426,2.9," 3,800.89 "
MAKUTA DEVELOPERS LLP - KOMPALLY,GIR II, 50 ,34.516,2.9," 5,004.82 "
MANJU INFRA AVENUES - NALLAGANDLA,LKDRM2, 100 ,56.814,2.5," 14,203.50 "
MANJU INFRA AVENUES - NALLAGANDLA,GIR, 100 ,80.448,2.9," 23,329.92 "
TRUSTED WALLS INFRA PRIVATE LIMITED - NAGOLE,RSDSH, 60 ,48.378,2.5," 7,256.70 "
SRI SAI BABA DRILLERS - MIYAPUR,GIR, 25 ,58.37,2.9," 4,231.83 "
SRI SAI BABA DRILLERS - MIYAPUR,GIR, 25 ,58.37,2.9," 4,231.83 "
GOPAL REDDY KAGITALA - TURKAYAMJAL,RSDSH, 30 ,55.482,2.5," 4,161.15 "
JAYA LAKSHMI DALIYA - WEST MAREDPALLY,GIR II, 50 ,60.05,2.9," 8,707.25 "
TANUJA INFRA PRIVATE LIMITED - SANGAREDDY,LKDRM2, 60 ,37.806,100," 6,000.00 "
KSHETRAJNA INFRATECH - RAIDURGAM,SLKPY, 50 ,69.74,2.5," 8,717.50 "
KSHETRAJNA INFRATECH - RAIDURGAM,SLKPY, 50 ,69.74,2.5," 8,717.50 "
VASAVI CONSTRUCTIONS - P&T COLONY,RSDSH, 30 ,48.556,2.5," 3,641.70 "
SRI SAI RAM BUILDERS - MALLAMPET,GIR, 200 ,38.788,2.9," 22,497.04 "
SRI SAI RAM BUILDERS - MALLAMPET,GIR, 200 ,38.788,2.9," 22,497.04 "
TRANQUILLO PROJECTS AND HOLDINGS PRIVATE LIMITED - PATI VILLAGE 1,GIR, 200 ,78.74,2.9," 45,669.20 "
AMBATI NAGAMANI - HAYATHNAGAR,RSDSH, 100 ,44.036,2.5," 11,009.00 "
D B S CO - KALAKAL,GIR II, 25 ,22.272,2.9," 1,614.72 "
KALPATARU POWER TRANSMISSION LTD - MASJID BANDA,GIR, 100 ,71.766,2.9," 20,812.14 "
KALPATARU POWER TRANSMISSION LTD - MASJID BANDA,LKDRM2, 500 ,59.226,2.5," 74,032.50 "
P JAGAN MOHAN REDDY - KONDAPUR,LKDRM2, 60 ,59.934,2.5," 8,990.10 "
P JAGAN MOHAN REDDY - KONDAPUR,LKDRM2, 30 ,59.934,2.5," 4,495.05 "
SRIJA CONSTRUCTIONS - MADINAGUDA,SLKPY, 150 ,44,2.5," 16,500.00 "
SRIJA CONSTRUCTIONS - MADINAGUDA,SLKPY, 30 ,55.19,2.5," 4,139.25 "
SHREE VENKATESHWARA RESORTS AND CONVENTIONS - MANCHIREVULA,GIR, 25 ,107.294,2.9," 7,778.82 "
SHREE VENKATESHWARA RESORTS AND CONVENTIONS - MANCHIREVULA,SLKPY, 140 ,92.12,2.5," 32,242.00 "
SHREE VENKATESHWARA RESORTS AND CONVENTIONS - MANCHIREVULA,LKDRM2, 30 ,94.972,2.5," 7,122.90 "
ASHOK CONSTROWORLD PRIVATE LIMITED - PASHAMYLARAM,LKDRM2, 150 ,31.04,100," 15,000.00 "
SHENIGARAM RAM REDDY - MALLAMPET ROAD,GIR, 50 ,40.5,2.9," 5,872.50 "
SHENIGARAM RAM REDDY - MALLAMPET ROAD,GIR, 50 ,40.5,2.9," 5,872.50 "
VISHEESHTA INFRACON LLP - MOUTHNAGAR,SLKPY, 30 ,62.81,2.5," 4,710.75 "
GOPI KRISHNA DASARI - TUPRAN ROAD,GIR, 50 ,80.9,2.9," 11,730.50 "
GOPI KRISHNA DASARI - TUPRAN ROAD,GIR II, 100 ,70.608,2.9," 20,476.32 "
GOPI KRISHNA DASARI - TUPRAN ROAD,GIR, 100 ,80.9,2.9," 23,461.00 "
VANGURU NIKHIL REDDY - SAINIKPURI,KSR4, 60 ,50,2.5," 7,500.00 "
VANGURU NIKHIL REDDY - SAINIKPURI,KSR4, 60 ,50,2.5," 7,500.00 "
K GANESH GOUD - BADANGPET,RSDSH, 30 ,74.344,2.5," 5,575.80 "
ADITI AVENUES - (KRISHNA PRIME) KONDAPUR,SLKPY, 50 ,51.69,2.5," 6,461.25 "
ADITI AVENUES - (KRISHNA PRIME) KONDAPUR,GIR, 50 ,72.98,2.9," 10,582.10 "
ACC INDIA PRIVATE LIMITED - LB NAGAR,RSDSH, 235 ,57.452,2.5," 33,753.05 "
MANOMY INFRA DEVELOPERS-THUMKUNTA,GIR II, 100 ,47.766,2.9," 13,852.14 "
MANOMAY INFRA DEVELOPERS - THUMKUNTA 1,GIR II, 100 ,47.766,2.9," 13,852.14 "
SUBASH CHANDER RAINIGARI - MACHABOLLARUM,GIR, 50 ,36.248,2.9," 5,255.96 "
SUBASH CHANDER RAINIGARI - MACHABOLLARUM,GIR, 50 ,36.248,2.9," 5,255.96 "
K S R HOMES INDIA PRIVATE LIMITED - TELLAPUR,SLKPY, 30 ,51.73,2.5," 3,879.75 "
SSVR DEVELOPERS AND BUILDERS LLP - RR HOMES AMEENPUR,SLKPY, 35 ,35.66,100," 3,500.00 "
SSVR DEVELOPERS AND BUILDERS LLP - RR HOMES AMEENPUR,SLKPY, 35 ,35.66,100," 3,500.00 "
ICON CONCRETE - VATTINAGULAPALLI,SLKPY, 500 ,55.04,2.5," 68,800.00 "
ICON CONCRETE - VATTINAGULAPALLI,SLKPY, 500 ,55.04,2.5," 68,800.00 "
ICON CONCRETE - VATTINAGULAPALLI,SLKPY, 200 ,55.04,2.5," 27,520.00 "
AGR CONSTRUCTIONS - PATANCHERUVU,SLKPY," 1,600 ",16.65,100," 160,000.00 "
AGR CONSTRUCTIONS - PATANCHERUVU,SLKPY, 800 ,16.65,100," 80,000.00 "
AGR CONSTRUCTIONS - PATANCHERUVU,SLKPY, 600 ,16.65,100," 60,000.00 "
AGR CONSTRUCTIONS - PATANCHERUVU,SLKPY, 400 ,16.65,100," 40,000.00 "
K C M BUILDERS - CHAITANYAPURI,RSDSH, 30 ,55.336,2.5," 4,150.20 "
KRR INFRA - MOTI NAGAR,GIR, 60 ,69.804,2.9," 12,145.90 "
SRIJA CONSTRUCTIONS - NALLAGANDLA,SLKPY, 60 ,55,2.5," 8,250.00 "
SATYAVARDHAN REDDY VALLAM REDDY - KONDAPUR,SLKPY, 30 ,49.88,2.5," 3,741.00 "
SATYAVARDHAN REDDY VALLAM REDDY - KONDAPUR,SLKPY, 30 ,49.88,2.5," 3,741.00 "
YASHODA HEALTHCARE SERVICES PVT LTD UNIT YASHODA HOSPITAL - MALAKPET,RSDSH, 30 ,63.462,2.5," 4,759.65 "
MAHIDHARA PROJECTS PRIVATE LIMITED - POCHARAM,LKDRM2, 400 ,28.074,100," 40,000.00 "
M VIRENDRA REDDY - SHAMSHABAD,RSDSH, 50 ,108.146,2.5," 13,518.25 "
M VIRENDRA REDDY - SHAMSHABAD,RSDSH, 50 ,108.146,2.5," 13,518.25 "
SLV DEVELOPERS - UPPAL,RSDSH, 60 ,60.494,2.5," 9,074.10 "
BHANU CONSTRUCTIONS - MADEENAGUDA PJR LAYOUT,SLKPY, 35 ,43.58,2.5," 3,813.25 "
POLAGONI SAI PRADEEP GOUD - YAMNAMPET,RSDSH, 60 ,33.552,100," 6,000.00 "
SAKHINETI SURYANARAYANA RAJU - RAJA RAJESHWARA NAGAR,GIR, 50 ,71.892,2.9," 10,424.34 "
ADITI AVENUES - (ADITI LAKSHMI VENKATA PRIME) MANJEERA PIPE LINE ROAD,SLKPY, 50 ,47.76,2.5," 5,970.00 "
ADITI AVENUES - (ADITI LAKSHMI VENKATA PRIME) MANJEERA PIPE LINE ROAD,SLKPY, 50 ,47.76,2.5," 5,970.00 "
APARNA CONSTRUCTIONS AND ESTATES PRIVATE LIMITED - GANDIMAISAMMA,GIR, 200 ,23.866,2.9," 13,842.28 "
PRAGATHI READYMIX CONCRETE,GIR, 500 ,41.576,2.9," 60,285.20 "
PRAGATHI READYMIX CONCRETE,GIR, 500 ,41.576,2.9," 60,285.20 "
PRAGATHI READYMIX CONCRETE,GIR II, 500 ,42.57,2.9," 61,726.50 "
SRINIVASA CONSTRUCTIONS - BANDLAGUDA JAGIR,RSDSH, 60 ,98.726,2.5," 14,808.90 "
SRINIVASA CONSTRUCTIONS - BANDLAGUDA JAGIR,RSDSH, 30 ,98.726,2.5," 7,404.45 "
SRI RAMA CONSTRUCTIONS - SUCHITRA,GIR, 25 ,43.714,2.9," 3,169.27 "
A SESHI SAI REDDY - RAJBOLLARAM,GIR, 200 ,39.51,2.9," 22,915.80 "
NARAGA LINGAIAH - NAGOLE,RSDSH, 60 ,48.538,2.5," 7,280.70 "
APARNA ENTERPRISES - GANDIMAISAMMA,GIR II," 1,000 ",28.34,2.9," 82,186.00 "
APARNA ENTERPRISES - GANDIMAISAMMA,GIR II," 1,000 ",28.34,2.9," 82,186.00 "
APARNA ENTERPRISES - GANDIMAISAMMA,GIR II," 1,000 ",28.34,2.9," 82,186.00 "
SANCO INFRA PROJECTS - GAGILAPUR,GIR II, 100 ,31.47,2.9," 9,126.30 "
SANCO INFRA PROJECTS - GAGILAPUR,SLKPY, 200 ,39.07,100," 20,000.00 "
B THIRUPATHAIAH - SAHEBNAGAR,RSDSH, 30 ,51.9,2.5," 3,892.50 "
HALLMARK INFRA CON INDIA PRIVATE LIMITED - OSMAN NAGAR,GIR, 150 ,96.088,2.9," 41,798.28 "
HALLMARK INFRA CON INDIA PRIVATE LIMITED - OSMAN NAGAR,SLKPY, 800 ,51.99,2.5," 103,980.00 "
HALLMARK INFRA CON INDIA PRIVATE LIMITED - OSMAN NAGAR,SLKPY, 100 ,51.99,2.5," 12,997.50 "
HALLMARK INFRA CON INDIA PRIVATE LIMITED - OSMAN NAGAR,LKDRM2, 300 ,54.51,2.5," 40,882.50 "
YAMBULURI SRIKANTH - ISNAPUR,LKDRM2, 50 ,18.36,100," 5,000.00 "
YAMBULURI SRIKANTH - ISNAPUR,LKDRM2, 50 ,18.36,100," 5,000.00 "
ACE INFRA AND DEVELOPERS - SPRINGVALLY HAFEEZPET,SLKPY, 30 ,50.01,2.5," 3,750.75 "
ACE INFRA AND DEVELOPERS - SPRINGVALLY HAFEEZPET,LKDRM2, 60 ,58.176,2.5," 8,726.40 "
MGR CONSTRUCTIONS - MANIKONDA,SLKPY, 60 ,72.01,2.5," 10,801.50 "
GOPU KARTHIK - SAIDABAD COLONY,RSDSH, 30 ,68.328,2.5," 5,124.60 "
MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED - KHAITLAPUR,GIR," 1,000 ",73.21,2.9," 212,309.00 "
MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED - KHAITLAPUR,GIR II," 1,000 ",73.486,2.9," 213,109.40 "
MEGHA ENGINEERING AND INFRASTRUCTURES LIMITED - KHAITLAPUR,GIR II, 500 ,73.486,2.9," 106,554.70 "
AAKRITI CONSTRUCTIONS AND DEVELOPERS PVT LTD-TELLAPUR,GIR, 200 ,74.086,2.9," 42,969.88 "
THANNERU SRINIVAS - NAGOLE,RSDSH, 60 ,48.094,2.5," 7,214.10 "
V RAGHU VAMSI - SHAIKPET,GIR, 30 ,0,2.9, -   
7 HILLS INFRA - EX WORKS,RSDSH, 25 ,0,0, -   
REBUILD ENGINEERING SERVICES - MATHRUSRINAGAR,GIR, 50 ,61.122,2.9," 8,862.69 "
ALEKHYA BUILDERS - SHAPUR,GIR II, 50 ,46.8,2.9," 6,786.00 "
THERY TENNY BABU - KAPRA,KSR4, 30 ,52,2.5," 3,900.00 "
MALLE GURAVAIAH - NALLAGANDLA,SLKPY, 100 ,45.75,2.5," 11,437.50 "
MALLE GURAVAIAH - NALLAGANDLA,SLKPY, 100 ,45.75,2.5," 11,437.50 "
B VENKATESWARA RAO - SECUNDERABAD,GIR II, 25 ,61.566,2.9," 4,463.54 "
MARUTI HOMES - RK PURAM,RSDSH, 60 ,50.986,2.5," 7,647.90 "
JBM CONSTRUCTIONS AND DEVELOPERS - LINGAMPALLY,SLKPY, 30 ,42.26,2.5," 3,169.50 "
G SRINIVAS - GOPANPALLY,LKDRM2, 30 ,59.474,2.5," 4,460.55 "
SRI SHILPA CONSTRUCTIONS - KOMPALLY,GIR II, 25 ,28.294,2.9," 2,051.32 "
GRISHNESHWAR REALTORS - CHANDANAGAR,GIR II, 50 ,0,2.9, -   
SAIBABA GADDAM - EX WORKS,GIR, 24 ,0,2.9, -   
KOTLA SONS - TUKKUGUDA,RSDSH, 105 ,85.11,2.5," 22,341.38 "
SAMISHTI INFRA DEVELOPERS - BONTHAPALLY,GIR II, 50 ,34.378,2.9," 4,984.81 "
SAMISHTI INFRA DEVELOPERS - BONTHAPALLY,GIR II, 50 ,34.378,2.9," 4,984.81 "
STANCH PROJECTS PRIVATE LIMITED - RAJENDRANAGAR,RSDSH, 90 ,97.622,2.5," 21,964.95 "
STANCH PROJECTS PRIVATE LIMITED - RAJENDRANAGAR,RSDSH, 60 ,97.622,2.5," 14,643.30 "
MAHESHWARI CONSTRUCTIONS AND DEVELOPERS - LINGAMPALLY,SLKPY, 100 ,43.49,2.5," 10,872.50 "
MAHESHWARI CONSTRUCTIONS AND DEVELOPERS -KONDAPUR,SLKPY, 100 ,43.49,2.5," 10,872.50 "
ADITI AVENUES - PATANCHERU,SLKPY, 150 ,16.83,100," 15,000.00 "
ADITI AVENUES - PATANCHERU,SLKPY, 50 ,16.83,100," 5,000.00 "
SREE CONSTRUCTIONS - VATTINAGULAPALLY,SLKPY," 1,600 ",57.37,2.5," 229,480.00 "
SREE CONSTRUCTIONS - VATTINAGULAPALLY,SLKPY," 1,600 ",57.37,2.5," 229,480.00 "
AKKHILA CONSTRUCTIONS - KANDI VILLAGE,LKDRM2, 30 ,36.408,100," 3,000.00 "
K SUDHAKAR REDDY - MEERPET,RSDSH, 30 ,64.982,2.5," 4,873.65 "
SRI LAXMI VENKATRAMANA CONSTRUCTIONS - NARSAPUR,GIR II, 50 ,51.774,2.9," 7,507.23 "
ADEPU RAMNARSAIAH - RL NAGAR,KSR4, 30 ,41.422,2.5," 3,106.65 "
THUKUNTLA SAMPATH RAO - ALWAL,GIR, 25 ,37.234,2.9," 2,699.47 "
THUKUNTLA SAMPATH RAO - ALWAL,GIR II, 75 ,37.51,2.9," 8,158.42 "
TIRUMALA CONSTRUCTIONS - OSMANIA UNIVARCITY,RSDSH, 150 ,67.87,2.5," 25,451.25 "
SREEMAAN PROJECTS - LINGAMPALLY,SLKPY, 120 ,42.834,2.5," 12,850.20 "
INDRANI ENTERPRISES - HAYATHNAGAR,RSDSH, 30 ,36.432,100," 3,000.00 "
ABINANDANA INFRA REALITY LLP - NARSING,LKDRM2, 50 ,81.702,2.5," 10,212.75 "
NAGA SRI HARSHA SUKHAVASI - BORAMPET,GIR, 50 ,40.056,2.9," 5,808.12 "
NAGA SRI HARSHA SUKHAVASI - BORAMPET,GIR II, 50 ,40.332,2.9," 5,848.14 "
NAGA SRI HARSHA SUKHAVASI - BORAMPET,GIR II, 50 ,40.332,2.9," 5,848.14 "
ABINANDANA INFRA REALITY LLP - VELIMALA,LKDRM2, 100 ,44.856,2.5," 11,214.00 "
ABINANDANA INFRA REALITY LLP - VELIMALA,LKDRM2, 100 ,44.856,2.5," 11,214.00 "
ABINANDANA INFRA REALITY LLP - VELIMALA,LKDRM2, 100 ,44.856,2.5," 11,214.00 "
YUVIKSHA DEVELOPERS - SAROORNAGAR,RSDSH, 60 ,56.982,2.5," 8,547.30 "
SRI TIRUMALA CONSTRUCTIONS - MADHAPUR,LKDRM2, 80 ,75.802,2.5," 15,160.40 "
AYATI CONSTRUCTIONS AND ESTATES LLP - MACHABOLLARAM,GIR II, 400 ,38.81,2.9," 45,019.60 "
AYATI CONSTRUCTIONS AND ESTATES LLP - MACHABOLLARAM,GIR II, 300 ,38.81,2.9," 33,764.70 "
SUNIL SHESHAGIRI KAMATH - OLD BOWENPALLY,GIR, 120 ,45.384,2.9," 15,793.63 "
M BHEEMAIAH - ALWAL HILLS,GIR II, 50 ,40.106,2.9," 5,815.37 "
RAMACHANDRAIAH CHOUDARY BASINENI - MATHRUSRINAGAR,GIR, 50 ,62.01,2.9," 8,991.45 "
prosperity homes,LKDRM2," 1,200 ",47.414,2.5," 142,242.00 "
prosperity homes,LKDRM2," 1,000 ",47.414,2.5," 118,535.00 "
prosperity homes,LKDRM2," 1,000 ",47.414,2.5," 118,535.00 "
IRIS INFRA - MADINAGUDA,SLKPY, 100 ,44,2.5," 11,000.00 "
SREE SS CONSTRUCTIONS-CHANDA NAGAR,GIR, 50 ,69.626,2.9," 10,095.77 "
SREE VENKATESWARA SLAB POLISHING INDUSTRIES,RSDSH, 130 ,60.412,2.5," 19,633.90 "
RNG INFRA-PRAGATHI NAGAR,GIR, 200 ,46.406,2.9," 26,915.48 "
RNG INFRA-PRAGATHI NAGAR,GIR, 50 ,46.406,2.9," 6,728.87 "
G.RAJI REDDY-BONGULURU,RSDSH, 120 ,65.08,2.5," 19,524.00 "
HARIKA CONSTRUCTIONS AND DEVELOPERS-NAGOLE,RSDSH, 200 ,44.134,2.5," 22,067.00 "
HBL POWER SYSTEMS LTD-ALIABAD,KSR4," 1,500 ",60,2.5," 225,000.00 "
HBL POWER SYSTEMS LTD-ALIABAD,KSR4, 800 ,60,2.5," 120,000.00 "
K.KONDAL RAO - KUKATPALLY,GIR, 50 ,61.668,2.9," 8,941.86 "
MYSCAPE PROPERTIES PVT LTD-FINANCIAL DISTRICT,GIR, 50 ,89.458,2.9," 12,971.41 "
KAPIL PRECAST AND INFRA PVT LTD-NAGALURU,GIR II, 200 ,9.864,2.9," 5,721.12 "
KAPIL PRECAST AND INFRA PVT LTD-NAGALURU,GIR, 200 ,11.81,2.9," 6,849.80 "
K.VENKATESHWARLU-ALMASGUDA,RSDSH, 60 ,65.03,2.5," 9,754.50 "
M.SURYANARAYANA-ALMASGUDA,RSDSH, 60 ,65.786,2.5," 9,867.90 "
MACHENDAR REDDY-HASTHINAPURAM,RSDSH, 60 ,62.776,2.5," 9,416.40 "
EVEREST ORGANICS LTD - SADASIVAPET,LKDRM2, 30 ,100.336,2.5," 7,525.20 "
SRI LAKSHMI ENTERPRISES-IDA BOLLARAM,GIR II, 200 ,47.06,2.9," 27,294.80 "
SRI LAKSHMI ENTERPRISES-IDA BOLLARAM,GIR II, 25 ,47.06,2.9," 3,411.85 "
DBS AND CO,LKDRM2, 60 ,109.16,2.5," 16,374.00 "
ADITYA OM - MEDCHAL,GIR II, 100 ,30.758,2.9," 8,919.82 "
SRI RAMA DEVELOPERS1 - BAHADURPALLY,GIR II, 50 ,34.354,2.9," 4,981.33 "
JRT CONSTRUCTIONS-MADHAPUR,GIR, 30 ,78.956,2.9," 6,869.17 "
BRAMHAIAH - ALMASGUDA,RSDSH, 100 ,68.02,2.5," 17,005.00 "
RDC CONCRETE INDIA PVT LTD - BACHUPALLY,SLKPY, 800 ,41.2,2.5," 82,400.00 "
RDC CONCRETE INDIA PVT LTD - BACHUPALLY,SLKPY, 800 ,41.2,2.5," 82,400.00 "
RDC CONCRETE INDIA PVT LTD - BACHUPALLY,SLKPY, 700 ,41.2,2.5," 72,100.00 "
MUPPA PROJECTS INDIA PVT LTD - OSMAN NAGAR,GIR, 50 ,111.786,2.9," 16,208.97 "
MUPPA PROJECTS INDIA PVT LTD - OSMAN NAGAR,LKDRM2, 100 ,63.488,2.5," 15,872.00 "
FIRSTCHOICE READY MIX PRIVATE LIMITED - IDA BOLLARAM,GIR II," 3,000 ",48.368,2.9," 420,801.60 "
FIRSTCHOICE READY MIX PRIVATE LIMITED - IDA BOLLARAM,GIR II," 2,500 ",48.368,2.9," 350,668.00 "
FIRSTCHOICE READY MIX PRIVATE LIMITED - IDA BOLLARAM,GIR II," 2,000 ",48.368,2.9," 280,534.40 "
P NAVEEN REDDY - NAGOLE,RSDSH, 100 ,46.768,2.5," 11,692.00 "
STARLITE  SPINTECH LIMITED - CHINTAL,GIR II, 200 ,51.892,2.9," 30,097.36 "
